user_id,customer_name,registration_time,registration_channel,kyc_level,fraud_label,label_observed_at,feature_cutoff,registration_to_kyc_minutes,kyc_to_first_deposit_minutes,deposit_count,trade_count,withdrawal_count,deposit_amount,trade_amount,withdrawal_amount,withdraw_deposit_ratio,trade_deposit_ratio,fund_loop_cv,amount_diff_ratio,small_fiat_deposit_count,withdraw_address_unique_count,withdraw_ip_unique_count,deposit_ip_unique_count,device_unique_count,api_event_ratio,night_event_ratio,total_event_count,bank_risk_max,bank_risk_mean,bank_name_match_ratio,asset_pair_unique_count,withdraw_deposit_ip_ratio
U0000674,Synthetic_User_00674,2026-04-23 15:20:12+00:00,ANDROID,L2,0,2026-06-14 15:20:12+00:00,2026-06-07 15:20:12+00:00,500.0,1101.0,8,11,4,2380.26246,2160.668159,1210.535203,0.5085721525852237,0.9077436607557975,0.2647853435263207,0.6101369424081401,8.0,1,1,1,2,0.14893617021276595,0.2127659574468085,47,0.9,0.55,1.0,4,1.0
U0000675,Synthetic_User_00675,2026-02-05 12:27:03+00:00,ANDROID,L2,0,2026-03-29 12:27:03+00:00,2026-03-22 12:27:03+00:00,154.0,2742.0,10,17,3,6190.149979,5129.128453,1911.865639,0.30885610938119085,0.8285951827339401,0.4124457855885273,0.9700486179522005,8.0,1,1,2,1,0.17543859649122806,0.2631578947368421,57,0.6,0.24,1.0,4,0.5
U0000676,Synthetic_User_00676,2026-04-25 21:22:46+00:00,ANDROID,L2,0,2026-06-16 21:22:46+00:00,2026-06-09 21:22:46+00:00,20.0,2531.0,3,11,2,9544.56017,12799.254602,1018.3201779999999,0.10669115809031564,1.3409999386069142,0.637885031759792,1.5128242066763682,0.0,2,1,1,3,0.10526315789473684,0.18421052631578946,38,1.0,0.7666666666666666,1.0,6,1.0
U0000677,Synthetic_User_00677,2026-04-21 11:09:29+00:00,IOS,L2,0,2026-06-12 11:09:29+00:00,2026-06-05 11:09:29+00:00,84.0,2536.0,5,16,2,11550.255232,2768.704209,10869.805328999999,0.941087890325158,0.23970935303051147,0.47508845749227885,1.0458890425772953,0.0,1,1,2,2,0.1590909090909091,0.3181818181818182,44,0.8,0.44000000000000006,0.6,6,0.5
U0000678,Synthetic_User_00678,2026-03-10 11:24:31+00:00,ANDROID,L2,0,2026-05-01 11:24:31+00:00,2026-04-24 11:24:31+00:00,403.0,2194.0,10,15,5,7385.613452,7879.770135,3705.067337,0.5016600667066701,1.0669080078739004,0.29453040091274146,0.6601903372868925,9.0,1,3,1,2,0.1,0.21666666666666667,60,1.0,0.53,0.9,6,3.0
U0000679,Synthetic_User_00679,2026-04-08 08:21:56+00:00,WEB,L2,0,2026-05-30 08:21:56+00:00,2026-05-23 08:21:56+00:00,502.0,346.0,3,11,2,22135.07852,6224.173713,2965.325453,0.13396498459766928,0.2811904962241806,0.8020799831889213,1.8359149092919071,0.0,1,2,1,2,0.15151515151515152,0.21212121212121213,33,0.6,0.43333333333333335,1.0,3,2.0
U0000680,Synthetic_User_00680,2026-01-29 13:20:55+00:00,WEB,L2,0,2026-03-22 13:20:55+00:00,2026-03-15 13:20:55+00:00,633.0,3922.0,3,14,4,278.463464,295.137348,543.218158,1.9507699509189473,1.0598781748976591,0.32521296848641734,0.7111842682973054,3.0,2,2,1,1,0.1346153846153846,0.21153846153846154,52,1.0,0.6,1.0,6,2.0
U0000681,Synthetic_User_00681,2026-03-19 03:58:14+00:00,H5,L2,0,2026-05-10 03:58:14+00:00,2026-05-03 03:58:14+00:00,501.0,733.0,12,29,8,625.292251,691.419655,457.114769,0.731041794087418,1.1057543954754687,0.16681303561729047,0.3962702037954187,12.0,1,1,1,3,0.10869565217391304,0.34782608695652173,92,0.9,0.6166666666666667,0.9166666666666666,6,1.0
U0000682,Synthetic_User_00682,2026-02-07 06:28:45+00:00,IOS,L2,0,2026-03-31 06:28:45+00:00,2026-03-24 06:28:45+00:00,199.0,808.0,8,17,10,3738.3247410000004,2648.122767,2183.854952,0.5841801082844985,0.7083715167804358,0.22806663335947275,0.5441359145450743,8.0,2,3,2,2,0.1282051282051282,0.2692307692307692,78,1.0,0.6375,1.0,4,1.5
U0000683,Synthetic_User_00683,2026-01-02 05:36:36+00:00,WEB,L2,0,2026-02-23 05:36:36+00:00,2026-02-16 05:36:36+00:00,587.0,4328.0,2,12,3,605.033045,390.40877,110.637795,0.18286240051566108,0.6452685076068861,0.5490181710100939,1.3409394193606012,2.0,1,2,1,3,0.24324324324324326,0.32432432432432434,37,1.0,0.75,1.0,5,2.0
U0000684,Synthetic_User_00684,2026-02-23 09:18:32+00:00,IOS,L2,0,2026-04-16 09:18:32+00:00,2026-04-09 09:18:32+00:00,506.0,2686.0,2,14,2,5023.942274,6332.418026,4014.775917,0.7991285922565917,1.2604480068912511,0.1851782147600867,0.45233652404369956,0.0,2,1,1,1,0.17391304347826086,0.13043478260869565,46,0.9,0.65,1.0,5,1.0
U0000685,Synthetic_User_00685,2026-04-08 13:57:20+00:00,H5,L2,1,2026-05-30 13:57:20+00:00,2026-05-23 13:57:20+00:00,171.0,977.0,17,36,16,3620.902918,3231.465286,3586.095029,0.990386958781202,0.8924473699463046,0.050568685904781675,0.11192384069587116,17.0,2,2,2,1,0.10606060606060606,0.1893939393939394,132,1.0,0.45294117647058824,0.8823529411764706,6,1.0
U0000686,Synthetic_User_00686,2026-03-18 18:38:29+00:00,ANDROID,L2,0,2026-05-09 18:38:29+00:00,2026-05-02 18:38:29+00:00,129.0,3900.0,7,14,3,5772.483706999999,2613.264653,2033.072424,0.35220063445732996,0.4527106156802186,0.473139167332556,1.0767277872969696,5.0,2,2,1,1,0.1702127659574468,0.19148936170212766,47,1.0,0.35714285714285715,0.8571428571428571,5,2.0
U0000687,Synthetic_User_00687,2026-04-17 04:51:01+00:00,ANDROID,L2,0,2026-06-08 04:51:01+00:00,2026-06-01 04:51:01+00:00,451.0,2256.0,4,10,2,7837.133167999999,6764.120895,389.427961,0.04969010384946416,0.8630861247348401,0.6578663217388372,1.490466917064133,1.0,1,2,1,1,0.11428571428571428,0.37142857142857144,35,0.9,0.625,1.0,4,2.0
U0000688,Synthetic_User_00688,2026-03-09 06:02:34+00:00,ANDROID,L2,0,2026-04-30 06:02:34+00:00,2026-04-23 06:02:34+00:00,558.0,1212.0,3,13,3,20309.017342,12890.257637,10427.067149999999,0.5134205645901112,0.6347061219127694,0.2888147308292282,0.6795401385781857,0.0,2,2,1,2,0.14634146341463414,0.24390243902439024,41,0.9,0.43333333333333335,1.0,5,2.0
U0000689,Synthetic_User_00689,2026-03-01 17:05:09+00:00,IOS,L2,0,2026-04-22 17:05:09+00:00,2026-04-15 17:05:09+00:00,23.0,1252.0,2,6,3,5872.018337,4966.214389,4473.210543,0.7617841577254597,0.8457423161824161,0.11350147203023041,0.2740710531512208,0.0,2,1,1,2,0.1,0.25,20,0.1,0.05,1.0,2,1.0
U0000690,Synthetic_User_00690,2026-04-07 00:31:21+00:00,ANDROID,L2,0,2026-05-29 00:31:21+00:00,2026-05-22 00:31:21+00:00,430.0,2776.0,4,18,5,1011.720511,1590.142333,771.234328,0.7622997849847881,1.5717209601970796,0.30566167792018484,0.7283288591248447,4.0,2,1,1,1,0.14285714285714285,0.2653061224489796,49,0.7,0.5,1.0,5,1.0
U0000691,Synthetic_User_00691,2026-03-06 02:20:02+00:00,ANDROID,L1,0,2026-04-27 02:20:02+00:00,2026-04-20 02:20:02+00:00,398.0,3881.0,6,15,6,779.105743,683.591874,262.028254,0.33631924338157526,0.8774057695529014,0.39075745364241576,0.8994081280294081,6.0,2,1,2,3,0.18867924528301888,0.37735849056603776,53,1.0,0.6333333333333333,1.0,6,0.5
U0000692,Synthetic_User_00692,2026-03-17 13:47:03+00:00,ANDROID,L2,0,2026-05-08 13:47:03+00:00,2026-05-01 13:47:03+00:00,491.0,1663.0,6,16,2,11161.376674,10283.137834,2643.5535959999997,0.23684834525458287,0.9213144699214548,0.4763990656047757,1.0608351455863188,0.0,1,2,2,2,0.16666666666666666,0.2619047619047619,42,1.0,0.43333333333333335,1.0,6,1.0
U0000693,Synthetic_User_00693,2026-03-11 14:35:03+00:00,ANDROID,L2,0,2026-05-02 14:35:03+00:00,2026-04-25 14:35:03+00:00,513.0,4434.0,9,23,5,4540.210302,7571.835653,3592.923436,0.7913561700913474,1.6677279573733719,0.32417470433410656,0.7600611216625833,9.0,1,1,2,3,0.14492753623188406,0.17391304347826086,69,1.0,0.5777777777777778,0.7777777777777778,6,0.5
U0000694,Synthetic_User_00694,2026-02-22 22:52:04+00:00,WEB,L2,0,2026-04-15 22:52:04+00:00,2026-04-08 22:52:04+00:00,539.0,328.0,4,12,4,6363.349555,5051.286687,3532.443647,0.5551233067534981,0.7938093991757773,0.23216703477497685,0.5681857451133343,0.0,1,2,1,2,0.14634146341463414,0.21951219512195122,41,0.9,0.65,1.0,5,2.0
U0000695,Synthetic_User_00695,2026-02-25 21:40:22+00:00,ANDROID,L2,0,2026-04-18 21:40:22+00:00,2026-04-11 21:40:22+00:00,292.0,643.0,4,9,4,3004.54796,4321.986406,625.0098869999999,0.20802127152598354,1.4384814166853905,0.5772104811486588,1.3948145421960716,3.0,1,2,2,2,0.10714285714285714,0.17857142857142858,28,0.9,0.8,0.75,4,1.0
U0000696,Synthetic_User_00696,2026-02-06 16:24:07+00:00,WEB,L1,0,2026-03-30 16:24:07+00:00,2026-03-23 16:24:07+00:00,44.0,2071.0,6,11,4,2123.541167,1602.142096,2059.612774,0.9698953832431167,0.7544671706380911,0.12040519214346611,0.2703746192063705,6.0,2,2,1,1,0.17777777777777778,0.26666666666666666,45,1.0,0.3666666666666667,1.0,4,2.0
U0000697,Synthetic_User_00697,2026-02-28 09:20:39+00:00,IOS,L2,0,2026-04-21 09:20:39+00:00,2026-04-14 09:20:39+00:00,303.0,772.0,4,27,5,6324.897486,4367.599941,2542.6003650000002,0.4019986680618906,0.6905408270517541,0.35007625718775714,0.8573333980092438,1.0,1,3,2,3,0.15384615384615385,0.24358974358974358,78,0.5,0.275,1.0,6,1.5
U0000698,Synthetic_User_00698,2026-04-03 05:26:36+00:00,IOS,L2,0,2026-05-25 05:26:36+00:00,2026-05-18 05:26:36+00:00,565.0,2915.0,8,14,4,3258.957344,2495.889985,1956.73631,0.6004178954973153,0.7658553707660924,0.20783387763348365,0.506596736141553,8.0,1,2,1,2,0.12962962962962962,0.24074074074074073,54,1.0,0.575,0.875,5,2.0
U0000699,Synthetic_User_00699,2026-03-06 23:26:28+00:00,ANDROID,L2,0,2026-04-27 23:26:28+00:00,2026-04-20 23:26:28+00:00,548.0,3632.0,8,28,7,1466.784183,1653.579704,1069.013868,0.7288146957063281,1.1273503785798595,0.17456564057324775,0.41860572394240925,8.0,2,2,1,2,0.15789473684210525,0.2631578947368421,76,1.0,0.5375,1.0,6,2.0
U0000700,Synthetic_User_00700,2026-03-03 10:31:09+00:00,ANDROID,L2,0,2026-04-24 10:31:09+00:00,2026-04-17 10:31:09+00:00,230.0,417.0,8,17,4,2060.5103090000002,1583.238957,1529.664594,0.7423717257412663,0.7683722571465182,0.13837281768629023,0.3078309967260188,8.0,2,1,1,2,0.14545454545454545,0.2545454545454545,55,0.9,0.5625,1.0,5,1.0
U0000701,Synthetic_User_00701,2026-02-19 15:24:34+00:00,WEB,L2,0,2026-04-12 15:24:34+00:00,2026-04-05 15:24:34+00:00,246.0,3685.0,7,7,4,1591.261816,964.464804,576.446248,0.3622573244728698,0.6061006393180493,0.4004587386021326,0.9719919149749817,7.0,3,2,1,3,0.0975609756097561,0.24390243902439024,41,0.9,0.6142857142857142,0.8571428571428571,3,2.0
U0000702,Synthetic_User_00702,2026-04-25 07:37:44+00:00,ANDROID,L2,0,2026-06-16 07:37:44+00:00,2026-06-09 07:37:44+00:00,571.0,4947.0,6,14,4,4214.623446,2581.1369950000003,1398.167222,0.33174190764941713,0.6124241057524835,0.42276661954317146,1.0311744281260198,5.0,1,2,2,2,0.14285714285714285,0.2857142857142857,49,0.9,0.36666666666666664,0.8333333333333334,5,1.0
U0000703,Synthetic_User_00703,2026-03-29 21:49:23+00:00,ANDROID,L2,0,2026-05-20 21:49:23+00:00,2026-05-13 21:49:23+00:00,599.0,3080.0,4,8,4,7282.195519999999,6251.2492649999995,3968.485291,0.5449572563797354,0.8584291986985815,0.2373371434437609,0.568001965716458,2.0,1,2,1,2,0.15625,0.15625,32,0.2,0.07500000000000001,1.0,5,2.0
U0000704,Synthetic_User_00704,2026-04-16 05:06:03+00:00,IOS,L2,0,2026-06-07 05:06:03+00:00,2026-05-31 05:06:03+00:00,126.0,1445.0,8,12,3,6339.611727,5173.607201,3193.635497,0.5037588474698712,0.8160763503805664,0.26489482446885415,0.6417367315444819,7.0,1,1,2,2,0.1276595744680851,0.2765957446808511,47,1.0,0.5,0.875,5,0.5
U0000705,Synthetic_User_00705,2026-04-21 15:31:10+00:00,ANDROID,L2,0,2026-06-12 15:31:10+00:00,2026-06-05 15:31:10+00:00,57.0,2398.0,4,14,7,4701.08985,2285.387248,1440.098366,0.30633287428020545,0.48613987839436845,0.4919415636772562,1.1609668119385872,0.0,1,3,2,3,0.1875,0.3541666666666667,48,0.5,0.425,1.0,6,1.5
U0000706,Synthetic_User_00706,2026-04-05 10:47:29+00:00,ANDROID,L2,0,2026-05-27 10:47:29+00:00,2026-05-20 10:47:29+00:00,532.0,1867.0,14,10,5,9209.923591,2606.278137,727.060347,0.07894314646763066,0.28298585881286487,0.8700470960359736,2.028865344583817,13.0,2,3,1,3,0.09259259259259259,0.24074074074074073,54,1.0,0.5785714285714285,1.0,4,3.0
U0000707,Synthetic_User_00707,2026-03-21 22:30:43+00:00,IOS,L2,0,2026-05-12 22:30:43+00:00,2026-05-05 22:30:43+00:00,548.0,1853.0,5,6,4,7367.697809,4084.453582,3353.658399,0.45518403250786743,0.5543731146262055,0.3537131299317176,0.8133373588341906,2.0,1,2,1,1,0.125,0.375,32,1.0,0.48,0.8,3,2.0
U0000708,Synthetic_User_00708,2026-01-28 19:21:01+00:00,WEB,L1,0,2026-03-21 19:21:01+00:00,2026-03-14 19:21:01+00:00,266.0,4316.0,4,12,4,8137.070675999999,6906.12161,3895.57196,0.4787437783341186,0.8487233164103343,0.28222504333092935,0.6718757350119874,1.0,1,3,2,1,0.18421052631578946,0.2894736842105263,38,1.0,0.475,1.0,4,1.5
U0000709,Synthetic_User_00709,2026-02-11 15:02:07+00:00,ANDROID,L2,0,2026-04-04 15:02:07+00:00,2026-03-28 15:02:07+00:00,625.0,475.0,10,16,4,2135.181474,608.129601,262.830044,0.12309494401317571,0.2848140115513198,0.8118912129098742,1.8685264821727752,10.0,2,3,1,1,0.12903225806451613,0.27419354838709675,62,1.0,0.45999999999999996,0.8,5,3.0
U0000710,Synthetic_User_00710,2026-01-07 00:47:44+00:00,ANDROID,L2,0,2026-02-28 00:47:44+00:00,2026-02-21 00:47:44+00:00,392.0,3645.0,2,9,1,4767.927175999999,2746.853673,688.299317,0.14436028311519666,0.576110660168355,0.6091094425220236,1.4919863428529607,0.0,1,1,1,3,0.20588235294117646,0.2647058823529412,34,0.2,0.15000000000000002,1.0,5,1.0
U0000711,Synthetic_User_00711,2026-03-05 23:24:33+00:00,IOS,L2,0,2026-04-26 23:24:33+00:00,2026-04-19 23:24:33+00:00,102.0,4441.0,9,24,8,1808.327214,1787.446712,129.963823,0.07186963841158009,0.9884531395433614,0.6331465896946672,1.3514344036564125,9.0,2,2,1,1,0.13253012048192772,0.25301204819277107,83,1.0,0.5777777777777778,1.0,6,2.0
U0000712,Synthetic_User_00712,2026-01-14 00:47:20+00:00,IOS,L1,0,2026-03-07 00:47:20+00:00,2026-02-28 00:47:20+00:00,624.0,1290.0,7,6,1,4824.04406,4571.723373,3532.206429,0.7322085754332849,0.9476951943511063,0.12973661359912567,0.29977728407941306,6.0,1,1,2,2,0.125,0.3333333333333333,24,0.6,0.2857142857142857,1.0,3,0.5
U0000713,Synthetic_User_00713,2026-01-14 20:28:44+00:00,H5,L2,0,2026-03-07 20:28:44+00:00,2026-02-28 20:28:44+00:00,61.0,1508.0,9,12,4,2763.340568,2106.198335,952.9453920000001,0.344852676877865,0.7621928181383685,0.38554876963754403,0.932795221562723,9.0,1,1,2,3,0.16363636363636364,0.2,55,1.0,0.5222222222222223,1.0,5,0.5
U0000714,Synthetic_User_00714,2026-03-07 06:50:31+00:00,WEB,L2,0,2026-04-28 06:50:31+00:00,2026-04-21 06:50:31+00:00,425.0,1590.0,4,5,3,5385.71744,3141.211152,1553.787631,0.2885015131800156,0.5832484134184358,0.46783181082776243,1.1403742722934105,3.0,2,2,1,2,0.09090909090909091,0.18181818181818182,33,0.8,0.475,1.0,3,2.0
U0000715,Synthetic_User_00715,2026-03-02 02:07:51+00:00,IOS,L2,0,2026-04-23 02:07:51+00:00,2026-04-16 02:07:51+00:00,436.0,1107.0,5,23,6,3212.284104,2899.771566,2278.460124,0.7092959558473724,0.9027132943780243,0.13877020098929435,0.3338855451536498,4.0,2,1,1,3,0.19642857142857142,0.2857142857142857,56,0.9,0.48,1.0,6,1.0
U0000716,Synthetic_User_00716,2026-03-26 21:01:48+00:00,IOS,L2,0,2026-05-17 21:01:48+00:00,2026-05-10 21:01:48+00:00,69.0,55.0,3,7,1,4193.177274,2450.402737,259.093652,0.061789338983238996,0.584378521793925,0.6995370635254895,1.7098086107218016,1.0,1,1,1,1,0.13333333333333333,0.16666666666666666,30,0.8,0.5666666666666668,1.0,4,1.0
U0000717,Synthetic_User_00717,2026-01-08 03:38:55+00:00,IOS,L2,0,2026-03-01 03:38:55+00:00,2026-02-22 03:38:55+00:00,301.0,2695.0,10,14,5,2899.843944,2786.188609,2856.057381,0.9849003726250173,0.960806396069981,0.016438044453966846,0.03991599334992452,10.0,2,3,2,2,0.11538461538461539,0.28846153846153844,52,1.0,0.51,0.9,6,1.5
U0000718,Synthetic_User_00718,2026-02-03 07:28:58+00:00,IOS,L2,0,2026-03-27 07:28:58+00:00,2026-03-20 07:28:58+00:00,418.0,4116.0,5,21,2,753.8390059999999,863.30434,871.125498,1.155585597278048,1.145210493392803,0.06455236221922059,0.14140733902144226,5.0,1,2,2,2,0.1276595744680851,0.19148936170212766,47,0.7,0.27999999999999997,1.0,5,1.0
U0000719,Synthetic_User_00719,2026-04-05 22:32:06+00:00,IOS,L2,0,2026-05-27 22:32:06+00:00,2026-05-20 22:32:06+00:00,66.0,1035.0,5,11,1,4248.982515,3585.256811,359.963626,0.0847176058572225,0.8437918485997818,0.621882715833908,1.4238183671240854,3.0,1,1,1,2,0.20512820512820512,0.15384615384615385,39,0.7,0.48,0.6,4,1.0
U0000720,Synthetic_User_00720,2026-04-29 00:50:38+00:00,ANDROID,L1,0,2026-06-20 00:50:38+00:00,2026-06-13 00:50:38+00:00,491.0,1223.0,11,26,5,1968.8817490000001,1325.440693,130.776233,0.06642157817066544,0.6731946668067773,0.667047585052758,1.609973046396977,11.0,3,1,2,3,0.16455696202531644,0.34177215189873417,79,0.9,0.4818181818181818,1.0,5,0.5
U0000721,Synthetic_User_00721,2026-02-19 16:35:25+00:00,IOS,L2,0,2026-04-12 16:35:25+00:00,2026-04-05 16:35:25+00:00,335.0,1066.0,2,12,4,1442.605751,5232.189625,1223.072097,0.8478214482038343,3.6269019594390897,0.6990577550750493,1.5228607754076957,2.0,2,1,2,1,0.11428571428571428,0.11428571428571428,35,0.8,0.8,1.0,5,0.5
U0000722,Synthetic_User_00722,2026-02-26 16:46:54+00:00,WEB,L1,0,2026-04-19 16:46:54+00:00,2026-04-12 16:46:54+00:00,660.0,1002.0,9,33,7,6096.953012999999,7161.558443,4129.629034,0.6773266950220468,1.1746127004308604,0.21668812984036262,0.5231029869025404,7.0,2,3,1,2,0.16363636363636364,0.2636363636363636,110,0.9,0.5444444444444445,1.0,6,3.0
U0000723,Synthetic_User_00723,2026-04-13 17:34:05+00:00,IOS,L2,0,2026-06-04 17:34:05+00:00,2026-05-28 17:34:05+00:00,193.0,561.0,12,17,3,3603.579209,720.594823,1527.7158220000001,0.42394401049503894,0.19996641705566018,0.6225527669444512,1.4779760682077938,12.0,1,1,2,2,0.13114754098360656,0.22950819672131148,61,1.0,0.4083333333333334,1.0,4,0.5
U0000724,Synthetic_User_00724,2026-01-03 05:53:58+00:00,WEB,L2,0,2026-02-24 05:53:58+00:00,2026-02-17 05:53:58+00:00,589.0,4526.0,4,13,3,4081.713785,2641.078859,3140.7091609999998,0.7694584496693219,0.6470514588028617,0.1816596745381824,0.43817143885036264,2.0,1,2,1,1,0.1590909090909091,0.29545454545454547,44,0.3,0.2,1.0,4,2.0
U0000725,Synthetic_User_00725,2026-02-16 21:10:23+00:00,WEB,L2,0,2026-04-09 21:10:23+00:00,2026-04-02 21:10:23+00:00,552.0,1827.0,3,9,1,5481.342952,9629.676896,336.706637,0.06142776322308833,1.7568097782472052,0.7381863038622464,1.8047258154182686,0.0,1,1,2,1,0.13793103448275862,0.13793103448275862,29,1.0,0.7666666666666666,1.0,5,0.5
U0000726,Synthetic_User_00726,2026-04-14 00:23:27+00:00,WEB,L1,0,2026-06-05 00:23:27+00:00,2026-05-29 00:23:27+00:00,630.0,4201.0,2,6,3,4888.972313,1401.733961,1076.61775,0.22021350931712666,0.2867134177202692,0.7026876468369792,1.5524040549516085,0.0,1,1,1,3,0.045454545454545456,0.4090909090909091,22,0.7,0.39999999999999997,1.0,4,1.0
U0000727,Synthetic_User_00727,2026-01-17 20:55:39+00:00,ANDROID,L2,0,2026-03-10 20:55:39+00:00,2026-03-03 20:55:39+00:00,152.0,4983.0,4,5,2,907.566939,1159.761417,687.302664,0.7573024473074157,1.2778797542778273,0.21022116962248527,0.5145430544813946,4.0,1,2,1,2,0.12,0.2,25,1.0,0.4,1.0,1,2.0
U0000728,Synthetic_User_00728,2026-03-29 18:28:02+00:00,ANDROID,L2,0,2026-05-20 18:28:02+00:00,2026-05-13 18:28:02+00:00,275.0,1984.0,2,11,1,17616.921003,25878.600254,3206.655072,0.1820213118656737,1.468962723372212,0.6018062471124563,1.4563740042188387,0.0,1,1,1,1,0.13333333333333333,0.23333333333333334,30,0.9,0.75,1.0,3,1.0
U0000729,Synthetic_User_00729,2026-01-29 16:39:29+00:00,WEB,L1,0,2026-03-22 16:39:29+00:00,2026-03-15 16:39:29+00:00,415.0,585.0,3,7,5,3267.1134389999997,1452.782737,731.369988,0.22385815541925544,0.44466859327806774,0.5870834167995973,1.3954978759316363,2.0,2,1,1,3,0.125,0.28125,32,0.7,0.4333333333333333,1.0,5,1.0
U0000730,Synthetic_User_00730,2026-04-15 12:04:12+00:00,WEB,L2,0,2026-06-06 12:04:12+00:00,2026-05-30 12:04:12+00:00,550.0,3907.0,7,20,3,6789.2026,12573.779353,2992.1788699999997,0.4407261126660147,1.8520259438126063,0.5286866063636474,1.2858239614821314,4.0,2,1,1,2,0.16666666666666666,0.24242424242424243,66,1.0,0.4857142857142857,1.0,6,1.0
U0000731,Synthetic_User_00731,2026-02-08 12:39:47+00:00,ANDROID,L1,0,2026-04-01 12:39:47+00:00,2026-03-25 12:39:47+00:00,23.0,234.0,10,8,9,19054.699342,11543.746804999999,1248.544622,0.06552423628369627,0.6058215140427587,0.6875589443610263,1.6773473056675032,1.0,1,2,1,2,0.05357142857142857,0.23214285714285715,56,0.8,0.42000000000000004,0.9,4,2.0
U0000732,Synthetic_User_00732,2026-04-03 23:22:04+00:00,ANDROID,L2,0,2026-05-25 23:22:04+00:00,2026-05-18 23:22:04+00:00,70.0,931.0,2,5,3,4846.589385,3870.7737079999997,3739.1797380000003,0.771507433572279,0.7986593046194277,0.11896184716997915,0.26670553668648156,1.0,1,2,1,3,0.2,0.25,20,0.6,0.5,1.0,3,2.0
U0000733,Synthetic_User_00733,2026-04-19 18:55:50+00:00,ANDROID,L1,0,2026-06-10 18:55:50+00:00,2026-06-03 18:55:50+00:00,614.0,796.0,7,16,6,3736.2171209999997,1823.235554,914.5959270000001,0.24479196400534886,0.4879897219442136,0.544942453605191,1.3075069562166997,6.0,1,1,2,2,0.10344827586206896,0.3103448275862069,58,1.0,0.6,1.0,5,0.5
U0000734,Synthetic_User_00734,2026-01-30 02:41:46+00:00,ANDROID,L1,0,2026-03-23 02:41:46+00:00,2026-03-16 02:41:46+00:00,414.0,2537.0,6,16,6,3029.953581,2172.5742920000002,1396.369531,0.4608550902417273,0.7170322032732158,0.3033153510963714,0.7426622737048997,5.0,3,3,1,1,0.1875,0.2916666666666667,48,0.8,0.4166666666666667,1.0,5,3.0
U0000735,Synthetic_User_00735,2026-02-24 02:26:38+00:00,ANDROID,L2,0,2026-04-17 02:26:38+00:00,2026-04-10 02:26:38+00:00,189.0,2133.0,15,31,11,6271.183674,5088.319854,1285.552187,0.20499354728355865,0.8113810914350841,0.5046214407494652,1.1828255088870518,15.0,2,3,2,2,0.11206896551724138,0.25,116,1.0,0.6,1.0,6,1.5
U0000736,Synthetic_User_00736,2026-01-17 09:36:16+00:00,H5,L2,0,2026-03-10 09:36:16+00:00,2026-03-03 09:36:16+00:00,47.0,2949.0,5,14,3,2446.587325,691.329262,1682.4369980000001,0.6876668495779116,0.2825688071444578,0.44721308533858284,1.0924041351211375,4.0,1,3,2,1,0.22,0.3,50,0.9,0.48,1.0,5,1.5
U0000737,Synthetic_User_00737,2026-03-30 11:46:14+00:00,ANDROID,L2,0,2026-05-21 11:46:14+00:00,2026-05-14 11:46:14+00:00,505.0,4717.0,6,16,7,5046.364545,691.062695,1723.8093450000001,0.341594296176635,0.136942681971859,0.7471226672888739,1.7511715921550557,5.0,2,3,1,3,0.11764705882352941,0.2549019607843137,51,0.9,0.6333333333333333,1.0,4,3.0
U0000738,Synthetic_User_00738,2026-02-09 12:48:57+00:00,WEB,L2,0,2026-04-02 12:48:57+00:00,2026-03-26 12:48:57+00:00,44.0,3140.0,6,18,3,1556.65655,1372.41955,889.593664,0.5714771598140901,0.8816456976331742,0.2209729833118662,0.5240538673613359,6.0,1,1,2,3,0.10638297872340426,0.2127659574468085,47,1.0,0.6166666666666667,1.0,6,0.5
U0000739,Synthetic_User_00739,2026-03-03 09:39:33+00:00,ANDROID,L2,0,2026-04-24 09:39:33+00:00,2026-04-17 09:39:33+00:00,132.0,132.0,14,33,10,9665.449039,8689.443438,3647.802667,0.37740643526039497,0.899021183903425,0.3595436319580299,0.8204876265316489,13.0,3,2,1,2,0.15447154471544716,0.3170731707317073,123,1.0,0.5142857142857143,1.0,6,2.0
U0000740,Synthetic_User_00740,2026-01-26 02:53:04+00:00,ANDROID,L2,0,2026-03-19 02:53:04+00:00,2026-03-12 02:53:04+00:00,258.0,186.0,5,13,2,5985.519036000001,4919.046517,2887.24359,0.4823714656380887,0.821824554798726,0.2795501444390519,0.6739381499284718,3.0,1,2,1,3,0.15789473684210525,0.2631578947368421,38,0.7,0.48,1.0,4,2.0
U0000741,Synthetic_User_00741,2026-01-16 16:41:45+00:00,IOS,L1,0,2026-03-09 16:41:45+00:00,2026-03-02 16:41:45+00:00,483.0,3613.0,12,25,9,5898.842259,2134.526399,2166.092965,0.36720645677465635,0.36185514127679946,0.5197692562288643,1.1072101643614374,11.0,1,3,1,2,0.1,0.3,90,0.9,0.4583333333333333,1.0,6,3.0
U0000742,Synthetic_User_00742,2026-01-22 19:33:33+00:00,WEB,L2,0,2026-03-15 19:33:33+00:00,2026-03-08 19:33:33+00:00,103.0,3523.0,7,7,2,9568.993731,5074.538207,6247.071313,0.6528451672783314,0.5303105373097249,0.2733539180896012,0.6454273440550156,2.0,1,1,2,2,0.029411764705882353,0.29411764705882354,34,1.0,0.39999999999999997,1.0,4,0.5
